Wav;CoastalAerosol;Blue;Green;Red;NIR;SWIR1;SWIR2
456;0,005829;0,903034;0,000000;0,000000;0,000000;0,000000;0,000000
457;0,002414;0,910928;0,000000;0,000000;0,000000;0,000000;0,000000
458;0,000984;0,909880;0,000000;0,000000;0,000000;0,000000;0,000000
459;0,000255;0,899475;0,000000;0,000000;0,000000;0,000000;0,000000
460;0,000000;0,897977;0,000000;0,000000;0,000000;0,000000;0,000000
461;0,000000;0,889667;0,000000;0,000000;0,000000;0,000000;0,000000
462;0,000000;0,883542;0,000000;0,000000;0,000000;0,000000;0,000000
463;0,000000;0,877453;0,000000;0,000000;0,000000;0,000000;0,000000
464;0,000000;0,881011;0,000000;0,000000;0,000000;0,000000;0,000000
465;0,000000;0,874721;0,000000;0,000000;0,000000;0,000000;0,000000
466;0,000000;0,879688;0,000000;0,000000;0,000000;0,000000;0,000000
467;0,000000;0,886569;0,000000;0,000000;0,000000;0,000000;0,000000
468;0,000000;0,891913;0,000000;0,000000;0,000000;0,000000;0,000000
469;0,000000;0,887680;0,000000;0,000000;0,000000;0,000000;0,000000
470;0,000000;0,861157;0,000000;0,000000;0,000000;0,000000;0,000000
471;0,000000;0,848533;0,000000;0,000000;0,000000;0,000000;0,000000
472;0,000000;0,840828;0,000000;0,000000;0,000000;0,000000;0,000000
473;0,000000;0,828339;0,000000;0,000000;0,000000;0,000000;0,000000
474;0,000000;0,844202;0,000000;0,000000;0,000000;0,000000;0,000000
475;0,000000;0,865864;0,000000;0,000000;0,000000;0,000000;0,000000
476;0,000000;0,868497;0,000000;0,000000;0,000000;0,000000;0,000000
477;0,000000;0,890253;0,000000;0,000000;0,000000;0,000000;0,000000
478;0,000000;0,912538;0,000000;0,000000;0,000000;0,000000;0,000000
479;0,000000;0,910385;0,000000;0,000000;0,000000;0,000000;0,000000
480;0,000000;0,918822;0,000000;0,000000;0,000000;0,000000;0,000000
481;0,000000;0,931726;0,000000;0,000000;0,000000;0,000000;0,000000
482;0,000000;0,931813;0,000000;0,000000;0,000000;0,000000;0,000000
483;0,000000;0,954248;0,000000;0,000000;0,000000;0,000000;0,000000
484;0,000000;0,955545;0,000000;0,000000;0,000000;0,000000;0,000000
485;0,000000;0,962420;0,000000;0,000000;0,000000;0,000000;0,000000
486;0,000000;0,956424;0,000000;0,000000;0,000000;0,000000;0,000000
487;0,000000;0,953352;0,000000;0,000000;0,000000;0,000000;0,000000
488;0,000000;0,978564;0,000000;0,000000;0,000000;0,000000;0,000000
489;0,000000;0,989104;0,000000;0,000000;0,000000;0,000000;0,000000
490;0,000000;0,985615;0,000000;0,000000;0,000000;0,000000;0,000000
491;0,000000;0,989469;0,000000;0,000000;0,000000;0,000000;0,000000
492;0,000000;0,982262;0,000000;0,000000;0,000000;0,000000;0,000000
493;0,000000;0,968801;0,000000;0,000000;0,000000;0,000000;0,000000
494;0,000000;0,967332;0,000000;0,000000;0,000000;0,000000;0,000000
495;0,000000;0,976836;0,000000;0,000000;0,000000;0,000000;0,000000
496;0,000000;0,988729;0,000000;0,000000;0,000000;0,000000;0,000000
497;0,000000;0,980826;0,000000;0,000000;0,000000;0,000000;0,000000
498;0,000000;0,967361;0,000000;0,000000;0,000000;0,000000;0,000000
499;0,000000;0,954754;0,000000;0,000000;0,000000;0,000000;0,000000
500;0,000000;0,964132;0,000000;0,000000;0,000000;0,000000;0,000000
501;0,000000;0,966125;0,000000;0,000000;0,000000;0,000000;0,000000
502;0,000000;0,966772;0,000000;0,000000;0,000000;0,000000;0,000000
503;0,000000;0,981834;0,000000;0,000000;0,000000;0,000000;0,000000
504;0,000000;0,982320;0,000000;0,000000;0,000000;0,000000;0,000000
505;0,000000;0,965685;0,000000;0,000000;0,000000;0,000000;0,000000
506;0,000000;0,963135;0,000000;0,000000;0,000000;0,000000;0,000000
507;0,000000;0,972261;0,000000;0,000000;0,000000;0,000000;0,000000
508;0,000000;0,996498;0,000000;0,000000;0,000000;0,000000;0,000000
509;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000
510;0,000000;0,955600;0,000000;0,000000;0,000000;0,000000;0,000000
511;0,000000;0,844893;0,000000;0,000000;0,000000;0,000000;0,000000
512;0,000000;0,534592;-0,000046;0,000000;0,000000;0,000000;0,000000
513;0,000000;0,190738;0,000016;0,000000;0,000000;0,000000;0,000000
514;0,000000;0,048329;0,000110;0,000000;0,000000;0,000000;0,000000
515;0,000000;0,013894;0,000247;0,000000;0,000000;0,000000;0,000000
516;0,000000;0,005328;0,000362;0,000000;0,000000;0,000000;0,000000
517;0,000000;0,002611;0,000648;0,000000;0,000000;0,000000;0,000000
518;0,000000;0,001557;0,000935;0,000000;0,000000;0,000000;0,000000
519;0,000000;0,001100;0,001332;0,000000;0,000000;0,000000;0,000000
520;0,000000;0,000785;0,001816;0,000000;0,000000;0,000000;0,000000
521;0,000000;0,000516;0,002515;0,000000;0,000000;0,000000;0,000000
522;0,000000;0,000321;0,003446;0,000000;0,000000;0,000000;0,000000
523;0,000000;0,000162;0,004880;0,000000;0,000000;0,000000;0,000000
524;0,000000;0,000072;0,007024;0,000000;0,000000;0,000000;0,000000
525;0,000000;0,000057;0,010441;0,000000;0,000000;0,000000;0,000000
526;0,000000;0,000023;0,016247;0,000000;0,000000;0,000000;0,000000
527;0,000000;0,000032;0,025513;0,000000;0,000000;0,000000;0,000000
528;0,000000;-0,000016;0,041451;0,000000;0,000000;0,000000;0,000000
529;0,000000;0,000000;0,070551;0,000000;0,000000;0,000000;0,000000
530;0,000000;0,000000;0,123444;0,000000;0,000000;0,000000;0,000000
531;0,000000;0,000000;0,211680;0,000000;0,000000;0,000000;0,000000
532;0,000000;0,000000;0,353885;0,000000;0,000000;0,000000;0,000000
533;0,000000;0,000000;0,545856;0,000000;0,000000;0,000000;0,000000
534;0,000000;0,000000;0,741205;0,000000;0,000000;0,000000;0,000000
535;0,000000;0,000000;0,865225;0,000000;0,000000;0,000000;0,000000
536;0,000000;0,000000;0,927396;0,000000;0,000000;0,000000;0,000000
537;0,000000;0,000000;0,954627;0,000000;0,000000;0,000000;0,000000
538;0,000000;0,000000;0,954163;0,000000;0,000000;0,000000;0,000000
539;0,000000;0,000000;0,959215;0,000000;0,000000;0,000000;0,000000
540;0,000000;0,000000;0,961328;0,000000;0,000000;0,000000;0,000000
541;0,000000;0,000000;0,964902;0,000000;0,000000;0,000000;0,000000
542;0,000000;0,000000;0,969873;0,000000;0,000000;0,000000;0,000000
543;0,000000;0,000000;0,952489;0,000000;0,000000;0,000000;0,000000
544;0,000000;0,000000;0,961397;0,000000;0,000000;0,000000;0,000000
545;0,000000;0,000000;0,978270;0,000000;0,000000;0,000000;0,000000
546;0,000000;0,000000;0,977533;0,000000;0,000000;0,000000;0,000000
547;0,000000;0,000000;0,977001;0,000000;0,000000;0,000000;0,000000
548;0,000000;0,000000;0,980884;0,000000;0,000000;0,000000;0,000000
549;0,000000;0,000000;0,990784;0,000000;0,000000;0,000000;0,000000
550;0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000
551;0,000000;0,000000;0,992264;0,000000;0,000000;0,000000;0,000000
552;0,000000;0,000000;0,982642;0,000000;0,000000;0,000000;0,000000
553;0,000000;0,000000;0,983832;0,000000;0,000000;0,000000;0,000000
554;0,000000;0,000000;0,977765;0,000000;0,000000;0,000000;0,000000
555;0,000000;0,000000;0,965081;0,000000;0,000000;0,000000;0,000000
556;0,000000;0,000000;0,957314;0,000000;0,000000;0,000000;0,000000
557;0,000000;0,000000;0,946245;0,000000;0,000000;0,000000;0,000000
558;0,000000;0,000000;0,947871;0,000000;0,000000;0,000000;0,000000
559;0,000000;0,000000;0,959038;0,000000;0,000000;0,000000;0,000000
560;0,000000;0,000000;0,966534;0,000000;0,000000;0,000000;0,000000
561;0,000000;0,000000;0,977656;0,000000;0,000000;0,000000;0,000000
562;0,000000;0,000000;0,966447;0,000000;0,000000;0,000000;0,000000
563;0,000000;0,000000;0,953399;0,000000;0,000000;0,000000;0,000000
564;0,000000;0,000000;0,958314;0,000000;0,000000;0,000000;0,000000
565;0,000000;0,000000;0,970039;0,000000;0,000000;0,000000;0,000000
566;0,000000;0,000000;0,978607;0,000000;0,000000;0,000000;0,000000
567;0,000000;0,000000;0,983397;0,000000;0,000000;0,000000;0,000000
568;0,000000;0,000000;0,980960;0,000000;0,000000;0,000000;0,000000
569;0,000000;0,000000;0,974522;0,000000;0,000000;0,000000;0,000000
570;0,000000;0,000000;0,967229;0,000000;0,000000;0,000000;0,000000
571;0,000000;0,000000;0,979406;0,000000;0,000000;0,000000;0,000000
572;0,000000;0,000000;0,978208;0,000000;0,000000;0,000000;0,000000
573;0,000000;0,000000;0,975818;0,000000;0,000000;0,000000;0,000000
574;0,000000;0,000000;0,974392;0,000000;0,000000;0,000000;0,000000
575;0,000000;0,000000;0,979973;0,000000;0,000000;0,000000;0,000000
576;0,000000;0,000000;0,968827;0,000000;0,000000;0,000000;0,000000
577;0,000000;0,000000;0,969181;0,000000;0,000000;0,000000;0,000000
578;0,000000;0,000000;0,967838;0,000000;0,000000;0,000000;0,000000
579;0,000000;0,000000;0,982956;0,000000;0,000000;0,000000;0,000000
580;0,000000;0,000000;0,979598;0,000000;0,000000;0,000000;0,000000
581;0,000000;0,000000;0,963811;0,000000;0,000000;0,000000;0,000000
582;0,000000;0,000000;0,968886;0,000000;0,000000;0,000000;0,000000
583;0,000000;0,000000;0,983655;0,000000;0,000000;0,000000;0,000000
584;0,000000;0,000000;0,986657;0,000000;0,000000;0,000000;0,000000
585;0,000000;0,000000;0,974207;0,000000;0,000000;0,000000;0,000000
586;0,000000;0,000000;0,946407;0,000000;0,000000;0,000000;0,000000
587;0,000000;0,000000;0,904478;0,000000;0,000000;0,000000;0,000000
588;0,000000;0,000000;0,809275;0,000000;0,000000;0,000000;0,000000
589;0,000000;0,000000;0,684974;0,000000;0,000000;0,000000;0,000000
590;0,000000;0,000000;0,525304;0,000000;0,000000;0,000000;0,000000
591;0,000000;0,000000;0,345364;0,000000;0,000000;0,000000;0,000000
592;0,000000;0,000000;0,190467;0,000000;0,000000;0,000000;0,000000
593;0,000000;0,000000;0,087833;0,000000;0,000000;0,000000;0,000000
594;0,000000;0,000000;0,035393;0,000000;0,000000;0,000000;0,000000
595;0,000000;0,000000;0,014077;0,000000;0,000000;0,000000;0,000000
596;0,000000;0,000000;0,005944;0,000000;0,000000;0,000000;0,000000
597;0,000000;0,000000;0,002574;0,000000;0,000000;0,000000;0,000000
598;0,000000;0,000000;0,001046;0,000000;0,000000;0,000000;0,000000
599;0,000000;0,000000;0,000394;0,000000;0,000000;0,000000;0,000000
600;0,000000;0,000000;0,000085;0,000000;0,000000;0,000000;0,000000
601;0,000000;0,000000;-0,000084;0,000000;0,000000;0,000000;0,000000
602;0,000000;0,000000;-0,000194;0,000000;0,000000;0,000000;0,000000
603;0,000000;0,000000;-0,000234;0,000000;0,000000;0,000000;0,000000
604;0,000000;0,000000;-0,000292;0,000000;0,000000;0,000000;0,000000
605;0,000000;0,000000;-0,000307;0,000000;0,000000;0,000000;0,000000
606;0,000000;0,000000;-0,000343;0,000000;0,000000;0,000000;0,000000
607;0,000000;0,000000;-0,000348;0,000000;0,000000;0,000000;0,000000
608;0,000000;0,000000;-0,000329;0,000000;0,000000;0,000000;0,000000
609;0,000000;0,000000;-0,000351;0,000000;0,000000;0,000000;0,000000
610;0,000000;0,000000;-0,000317;0,000000;0,000000;0,000000;0,000000
611;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
612;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
613;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
614;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
615;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
616;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
617;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
618;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
619;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
620;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
621;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
622;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
623;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
624;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
625;0,000000;0,000000;0,000000;-0,000342;0,000000;0,000000;0,000000
626;0,000000;0,000000;0,000000;0,000270;0,000000;0,000000;0,000000
627;0,000000;0,000000;0,000000;0,000895;0,000000;0,000000;0,000000
628;0,000000;0,000000;0,000000;0,001850;0,000000;0,000000;0,000000
629;0,000000;0,000000;0,000000;0,003648;0,000000;0,000000;0,000000
630;0,000000;0,000000;0,000000;0,007197;0,000000;0,000000;0,000000
631;0,000000;0,000000;0,000000;0,014515;0,000000;0,000000;0,000000
632;0,000000;0,000000;0,000000;0,030432;0,000000;0,000000;0,000000
633;0,000000;0,000000;0,000000;0,066861;0,000000;0,000000;0,000000
634;0,000000;0,000000;0,000000;0,148518;0,000000;0,000000;0,000000
635;0,000000;0,000000;0,000000;0,299778;0,000000;0,000000;0,000000
636;0,000000;0,000000;0,000000;0,526812;0,000000;0,000000;0,000000
637;0,000000;0,000000;0,000000;0,764443;0,000000;0,000000;0,000000
638;0,000000;0,000000;0,000000;0,905473;0,000000;0,000000;0,000000
639;0,000000;0,000000;0,000000;0,947949;0,000000;0,000000;0,000000
640;0,000000;0,000000;0,000000;0,950823;0,000000;0,000000;0,000000
641;0,000000;0,000000;0,000000;0,947418;0,000000;0,000000;0,000000
642;0,000000;0,000000;0,000000;0,951831;0,000000;0,000000;0,000000
643;0,000000;0,000000;0,000000;0,962705;0,000000;0,000000;0,000000
644;0,000000;0,000000;0,000000;0,975075;0,000000;0,000000;0,000000
645;0,000000;0,000000;0,000000;0,984173;0,000000;0,000000;0,000000
646;0,000000;0,000000;0,000000;0,983613;0,000000;0,000000;0,000000
647;0,000000;0,000000;0,000000;0,983434;0,000000;0,000000;0,000000
648;0,000000;0,000000;0,000000;0,982911;0,000000;0,000000;0,000000
649;0,000000;0,000000;0,000000;0,973636;0,000000;0,000000;0,000000
650;0,000000;0,000000;0,000000;0,959441;0,000000;0,000000;0,000000
651;0,000000;0,000000;0,000000;0,955641;0,000000;0,000000;0,000000
652;0,000000;0,000000;0,000000;0,955548;0,000000;0,000000;0,000000
653;0,000000;0,000000;0,000000;0,953337;0,000000;0,000000;0,000000
654;0,000000;0,000000;0,000000;0,956628;0,000000;0,000000;0,000000
655;0,000000;0,000000;0,000000;0,981688;0,000000;0,000000;0,000000
656;0,000000;0,000000;0,000000;1,000000;0,000000;0,000000;0,000000
657;0,000000;0,000000;0,000000;0,992388;0,000000;0,000000;0,000000
658;0,000000;0,000000;0,000000;0,984615;0,000000;0,000000;0,000000
659;0,000000;0,000000;0,000000;0,981568;0,000000;0,000000;0,000000
660;0,000000;0,000000;0,000000;0,976960;0,000000;0,000000;0,000000
661;0,000000;0,000000;0,000000;0,972980;0,000000;0,000000;0,000000
662;0,000000;0,000000;0,000000;0,981080;0,000000;0,000000;0,000000
663;0,000000;0,000000;0,000000;0,996804;0,000000;0,000000;0,000000
664;0,000000;0,000000;0,000000;0,992142;0,000000;0,000000;0,000000
665;0,000000;0,000000;0,000000;0,980678;0,000000;0,000000;0,000000
666;0,000000;0,000000;0,000000;0,964002;0,000000;0,000000;0,000000
667;0,000000;0,000000;0,000000;0,962154;0,000000;0,000000;0,000000
668;0,000000;0,000000;0,000000;0,970778;0,000000;0,000000;0,000000
669;0,000000;0,000000;0,000000;0,967180;0,000000;0,000000;0,000000
670;0,000000;0,000000;0,000000;0,966928;0,000000;0,000000;0,000000
671;0,000000;0,000000;0,000000;0,949928;0,000000;0,000000;0,000000
672;0,000000;0,000000;0,000000;0,848855;0,000000;0,000000;0,000000
673;0,000000;0,000000;0,000000;0,609359;0,000000;0,000000;0,000000
674;0,000000;0,000000;0,000000;0,316350;0,000000;0,000000;0,000000
675;0,000000;0,000000;0,000000;0,123946;0,000000;0,000000;0,000000
676;0,000000;0,000000;0,000000;0,046033;0,000000;0,000000;0,000000
677;0,000000;0,000000;0,000000;0,017702;0,000000;0,000000;0,000000
678;0,000000;0,000000;0,000000;0,007333;0,000000;0,000000;0,000000
679;0,000000;0,000000;0,000000;0,003205;0,000000;0,000000;0,000000
680;0,000000;0,000000;0,000000;0,001402;0,000000;0,000000;0,000000
681;0,000000;0,000000;0,000000;0,000554;0,000000;0,000000;0,000000
682;0,000000;0,000000;0,000000;0,000117;0,000000;0,000000;0,000000
683;0,000000;0,000000;0,000000;-0,000122;0,000000;0,000000;0,000000
684;0,000000;0,000000;0,000000;-0,000289;0,000000;0,000000;0,000000
685;0,000000;0,000000;0,000000;-0,000376;0,000000;0,000000;0,000000
686;0,000000;0,000000;0,000000;-0,000396;0,000000;0,000000;0,000000
687;0,000000;0,000000;0,000000;-0,000458;0,000000;0,000000;0,000000
688;0,000000;0,000000;0,000000;-0,000488;0,000000;0,000000;0,000000
689;0,000000;0,000000;0,000000;-0,000457;0,000000;0,000000;0,000000
690;0,000000;0,000000;0,000000;-0,000429;0,000000;0,000000;0,000000
691;0,000000;0,000000;0,000000;-0,000417;0,000000;0,000000;0,000000
692;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
693;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
694;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
695;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
696;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
697;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
698;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
699;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
700;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
701;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
702;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
703;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
704;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
705;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
706;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
707;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
708;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
709;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
710;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
711;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
712;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
713;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
714;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
715;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
716;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
717;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
718;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
719;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
720;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
721;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
722;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
723;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
724;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
725;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
726;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
727;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
728;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
729;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
730;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
731;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
732;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
733;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
734;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
735;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
736;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
737;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
738;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
739;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
740;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
741;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
742;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
743;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
744;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
745;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
746;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
747;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
748;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
749;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
750;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
751;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
752;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
753;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
754;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
755;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
756;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
757;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
758;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
759;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
760;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
761;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
762;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
763;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
764;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
765;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
766;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
767;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
768;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
769;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
770;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
771;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
772;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
773;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
774;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
775;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
776;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
777;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
778;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
779;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
780;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
781;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
782;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
783;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
784;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
785;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
786;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
787;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
788;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
789;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
790;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
791;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
792;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
793;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
794;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
795;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
796;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
797;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
798;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
799;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
800;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
801;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
